1	-1	1001	1	1	1	600	60	0	0	0	0
1	-1	1001	1	2	2	602	60	0	0	0	0
1	-1	1001	1	3	3	604	60	0	0	0	0
1	-1	1002	1	1	1	610	10	0	0	0	0
1	-1	1002	1	2	2	612	10	0	0	0	0
1	-1	1002	1	3	3	614	10	0	0	0	0
1	-1	1003	1	1	1	620	10	0	0	0	0
1	-1	1003	1	2	2	622	10	0	0	0	0
1	-1	1003	1	3	3	624	10	0	0	0	0
1	-1	1004	1	1	1	630	10	0	0	0	0
1	-1	1004	1	2	2	632	10	0	0	0	0
1	-1	1004	1	3	3	634	10	0	0	0	0
2	-1	2001	1	4	1	606	60	0	0	0	0
2	-1	2001	1	5	2	608	60	0	0	0	0
2	-1	2001	1	6	3	610	60	0	0	0	0
2	-1	2002	1	4	1	616	10	0	0	0	0
2	-1	2002	1	5	2	618	10	0	0	0	0
2	-1	2002	1	6	3	620	10	0	0	0	0
2	-1	2003	1	4	1	626	10	0	0	0	0
2	-1	2003	1	5	2	628	10	0	0	0	0
2	-1	2003	1	6	3	630	10	0	0	0	0
2	-1	2004	1	4	1	636	10	0	0	0	0
2	-1	2004	1	5	2	638	10	0	0	0	0
2	-1	2004	1	6	3	640	10	0	0	0	0
3	-1	3001	1	1	1	600	60	0	0	0	0
3	-1	3001	1	7	2	602	60	0	0	0	0
3	-1	3001	1	8	3	604	60	0	0	0	0
3	-1	3001	1	9	4	606	60	0	0	0	0
3	-1	3001	1	10	5	608	60	0	0	0	0
3	-1	3001	1	11	6	610	60	0	0	0	0
3	-1	3001	1	6	7	612	60	0	0	0	0
3	-1	3002	1	1	1	607	7	0	0	0	0
3	-1	3002	1	7	2	609	7	0	0	0	0
3	-1	3002	1	8	3	611	7	0	0	0	0
3	-1	3002	1	9	4	613	7	0	0	0	0
3	-1	3002	1	10	5	615	7	0	0	0	0
3	-1	3002	1	11	6	617	7	0	0	0	0
3	-1	3002	1	6	7	619	7	0	0	0	0
3	-1	3003	1	1	1	614	7	0	0	0	0
3	-1	3003	1	7	2	616	7	0	0	0	0
3	-1	3003	1	8	3	618	7	0	0	0	0
3	-1	3003	1	9	4	620	7	0	0	0	0
3	-1	3003	1	10	5	622	7	0	0	0	0
3	-1	3003	1	11	6	624	7	0	0	0	0
3	-1	3003	1	6	7	626	7	0	0	0	0
3	-1	3004	1	1	1	621	7	0	0	0	0
3	-1	3004	1	7	2	623	7	0	0	0	0
3	-1	3004	1	8	3	625	7	0	0	0	0
3	-1	3004	1	9	4	627	7	0	0	0	0
3	-1	3004	1	10	5	629	7	0	0	0	0
3	-1	3004	1	11	6	631	7	0	0	0	0
3	-1	3004	1	6	7	633	7	0	0	0	0
4	-1	4001	1	14	1	608	60	0	0	0	0
4	-1	4001	1	12	2	610	60	0	0	0	0
4	-1	4001	1	13	3	612	60	0	0	0	0
4	-1	4001	1	6	4	614	60	0	0	0	0
4	-1	4002	1	14	1	618	10	0	0	0	0
4	-1	4002	1	12	2	620	10	0	0	0	0
4	-1	4002	1	13	3	622	10	0	0	0	0
4	-1	4002	1	6	4	624	10	0	0	0	0
4	-1	4003	1	14	1	628	10	0	0	0	0
4	-1	4003	1	12	2	630	10	0	0	0	0
4	-1	4003	1	13	3	632	10	0	0	0	0
4	-1	4003	1	6	4	634	10	0	0	0	0
4	-1	4004	1	14	1	638	10	0	0	0	0
4	-1	4004	1	12	2	640	10	0	0	0	0
4	-1	4004	1	13	3	642	10	0	0	0	0
4	-1	4004	1	6	4	644	10	0	0	0	0
5	-1	5001	1	1	1	595	60	0	0	0	0
5	-1	5001	1	14	2	597	60	0	0	0	0
5	-1	5001	1	15	3	604	60	0	0	0	0
5	-1	5001	1	6	4	606	60	0	0	0	0
5	-1	5002	1	1	1	605	10	8	1	0	1
5	-1	5002	1	14	2	607	10	0	0	0	1
5	-1	5002	1	15	3	614	10	0	0	0	1
5	-1	5002	1	6	4	616	10	6	0	1	0
5	-1	5003	1	1	1	615	10	0	0	0	0
5	-1	5003	1	14	2	617	10	0	0	0	0
5	-1	5003	1	15	3	624	10	0	0	0	0
5	-1	5003	1	6	4	626	10	0	0	0	0
5	-1	5004	1	1	1	625	10	0	0	0	0
5	-1	5004	1	14	2	627	10	0	0	0	0
5	-1	5004	1	15	3	634	10	0	0	0	0
5	-1	5004	1	6	4	636	10	0	0	0	0
